Utility,2,13
Essential,8,5
Essential,11,5
Luxury,7,19
Utility,11,10
Utility,12,15
Essential,15,14
Essential,9,6
Essential,1,14
Essential,9,4
Luxury,7,8
Utility,9,10
Luxury,0,7
Utility,3,17
Essential,11,4
Luxury,14,17
Utility,19,2
Utility,3,3
Utility,3,2
Utility,12,7
Luxury,7,10
Utility,4,3
Essential,5,10
Luxury,9,9
Utility,0,9
Utility,1,10
Utility,18,12
Luxury,9,4
Utility,1,10
Luxury,11,7
Utility,8,9
Luxury,5,19
Luxury,7,2
Essential,9,9
Utility,9,7
Essential,8,13
Luxury,3,8
Utility,8,5
Essential,6,10
Essential,12,8
Luxury,1,7
Luxury,17,2
Essential,7,5
Utility,10,8
Luxury,12,18
Essential,2,17
Utility,7,11
Luxury,16,10
Utility,11,18
Luxury,4,4
